id_student,code_module,code_presentation,label_pass,label_fail_or_withdraw,sex,age_band,highest_education,imd_band,sex_x_age,studied_credits,num_of_prev_attempts,vle_total_clicks,vle_mean_clicks,vle_max_clicks,vle_first4_clicks,vle_last4_clicks,vle_cumulative_clicks,vle_days_active,assessment_count,assessment_mean_score,assessment_last_score,assessment_ontime_rate
1100,DDD,2014B,0,1,Female,55<=,A Level or Equivalent,70-80%,Female_x_55<=,30,0,498.0,55.333333333333336,98.0,113.0,498.0,498.0,8.0,,,,
1101,FFF,2013B,0,1,Male,35-55,No Formal quals,0-10%,Male_x_35-55,60,0,710.0,50.714285714285715,93.0,0.0,710.0,710.0,13.0,1.0,56.0,56.0,0.0
1102,CCC,2013J,0,1,Female,55<=,Lower Than A Level,90-100%,Female_x_55<=,60,1,68.0,68.0,68.0,0.0,68.0,68.0,1.0,,,,
1103,EEE,2014J,0,0,Male,0-35,HE Qualification,50-60%,Male_x_0-35,30,0,183.0,45.75,76.0,53.0,183.0,183.0,4.0,1.0,49.0,49.0,1.0
1104,EEE,2013J,0,1,Male,0-35,No Formal quals,10-20%,Male_x_0-35,60,0,207.0,51.75,92.0,0.0,207.0,207.0,4.0,1.0,61.0,61.0,0.0
1105,EEE,2013J,0,0,Female,35-55,No Formal quals,20-30%,Female_x_35-55,60,0,189.0,37.8,63.0,26.0,189.0,189.0,5.0,1.0,73.0,73.0,1.0
1106,CCC,2014B,0,1,Female,0-35,HE Qualification,70-80%,Female_x_0-35,30,0,334.0,37.111111111111114,94.0,52.0,334.0,334.0,8.0,,,,
1107,CCC,2014J,1,0,Female,55<=,Lower Than A Level,0-10%,Female_x_55<=,60,3,465.0,51.666666666666664,86.0,0.0,465.0,465.0,9.0,1.0,14.0,14.0,0.0
1108,FFF,2013J,1,0,Male,35-55,No Formal quals,50-60%,Male_x_35-55,60,0,331.0,55.166666666666664,95.0,0.0,331.0,331.0,6.0,,,,
1109,BBB,2013J,0,1,Female,35-55,Post Graduate Qualification,20-30%,Female_x_35-55,30,2,311.0,44.42857142857143,95.0,103.0,311.0,311.0,6.0,2.0,15.0,30.0,0.0
1110,FFF,2014J,1,0,Male,55<=,Post Graduate Qualification,50-60%,Male_x_55<=,120,0,398.0,44.22222222222222,89.0,0.0,398.0,398.0,9.0,3.0,21.666666666666668,7.0,0.6666666666666666
1111,DDD,2013B,0,1,Male,55<=,HE Qualification,20-30%,Male_x_55<=,60,0,132.0,26.4,43.0,0.0,132.0,132.0,5.0,1.0,76.0,76.0,1.0
1112,AAA,2013B,0,1,Female,55<=,Lower Than A Level,70-80%,Female_x_55<=,30,0,210.0,52.5,89.0,53.0,210.0,210.0,4.0,,,,
1113,EEE,2013J,0,1,Male,35-55,HE Qualification,40-50%,Male_x_35-55,90,2,267.0,38.142857142857146,91.0,22.0,267.0,267.0,7.0,1.0,84.0,84.0,0.0
1114,BBB,2013J,1,0,Female,55<=,No Formal quals,30-40%,Female_x_55<=,60,0,87.0,43.5,82.0,0.0,87.0,87.0,2.0,3.0,48.0,81.0,0.0
1115,AAA,2013B,1,0,Male,0-35,Post Graduate Qualification,80-90%,Male_x_0-35,60,2,942.0,52.333333333333336,99.0,95.0,942.0,942.0,18.0,1.0,33.0,33.0,1.0
1116,BBB,2014B,1,0,Female,35-55,A Level or Equivalent,40-50%,Female_x_35-55,30,0,866.0,66.61538461538461,98.0,110.0,866.0,866.0,13.0,,,,
1117,FFF,2014J,0,1,Male,55<=,HE Qualification,30-40%,Male_x_55<=,90,0,933.0,51.833333333333336,93.0,38.0,933.0,933.0,17.0,,,,
1118,CCC,2014J,1,0,Male,35-55,A Level or Equivalent,70-80%,Male_x_35-55,90,1,603.0,60.3,92.0,124.0,603.0,603.0,10.0,,,,
1119,EEE,2014B,0,0,Female,0-35,A Level or Equivalent,70-80%,Female_x_0-35,60,2,667.0,47.642857142857146,77.0,133.0,667.0,667.0,14.0,,,,
1120,FFF,2014B,1,0,Male,0-35,Post Graduate Qualification,70-80%,Male_x_0-35,30,0,289.0,57.8,90.0,49.0,289.0,289.0,5.0,,,,
1121,AAA,2014B,0,1,Female,55<=,HE Qualification,30-40%,Female_x_55<=,30,1,727.0,48.46666666666667,97.0,58.0,727.0,727.0,14.0,,,,
1122,AAA,2014B,1,0,Male,35-55,A Level or Equivalent,0-10%,Male_x_35-55,60,0,532.0,66.5,97.0,269.0,532.0,532.0,8.0,1.0,91.0,91.0,0.0
1123,AAA,2014B,0,1,Male,55<=,No Formal quals,10-20%,Male_x_55<=,30,0,,,,,,,,3.0,38.0,11.0,1.0
1124,AAA,2014B,1,0,Male,35-55,Lower Than A Level,30-40%,Male_x_35-55,60,0,321.0,32.1,76.0,16.0,321.0,321.0,10.0,1.0,95.0,95.0,1.0
1125,AAA,2014J,1,0,Female,55<=,Lower Than A Level,90-100%,Female_x_55<=,60,0,236.0,59.0,94.0,62.0,236.0,236.0,4.0,,,,
1126,BBB,2014B,0,1,Female,55<=,Post Graduate Qualification,10-20%,Female_x_55<=,90,0,505.0,56.111111111111114,90.0,90.0,505.0,505.0,9.0,1.0,5.0,5.0,1.0
1127,FFF,2013B,0,0,Female,35-55,HE Qualification,90-100%,Female_x_35-55,60,0,233.0,46.6,99.0,0.0,233.0,233.0,5.0,1.0,39.0,39.0,0.0
1128,EEE,2014B,1,0,Female,35-55,HE Qualification,20-30%,Female_x_35-55,30,3,501.0,45.54545454545455,93.0,88.0,501.0,501.0,11.0,1.0,88.0,88.0,0.0
1129,CCC,2014B,1,0,Female,0-35,Lower Than A Level,80-90%,Female_x_0-35,90,1,,,,,,,,2.0,32.5,35.0,0.5
1130,CCC,2014J,0,1,Male,0-35,No Formal quals,80-90%,Male_x_0-35,90,0,287.0,47.833333333333336,84.0,0.0,287.0,287.0,6.0,,,,
1131,FFF,2014J,0,1,Male,35-55,Lower Than A Level,80-90%,Male_x_35-55,60,3,508.0,39.07692307692308,87.0,13.0,508.0,508.0,12.0,,,,
1132,FFF,2014B,1,0,Female,0-35,Lower Than A Level,60-70%,Female_x_0-35,30,0,23.0,23.0,23.0,23.0,23.0,23.0,1.0,1.0,52.0,52.0,0.0
1133,CCC,2014J,1,0,Male,0-35,HE Qualification,30-40%,Male_x_0-35,60,0,986.0,51.89473684210526,95.0,169.0,986.0,986.0,19.0,2.0,68.0,65.0,0.5
1134,CCC,2013J,1,0,Male,35-55,A Level or Equivalent,0-10%,Male_x_35-55,90,1,531.0,44.25,82.0,0.0,531.0,531.0,12.0,1.0,88.0,88.0,0.0
1135,BBB,2014J,1,0,Male,35-55,No Formal quals,20-30%,Male_x_35-55,30,0,98.0,49.0,74.0,0.0,98.0,98.0,2.0,,,,
1136,DDD,2014J,1,0,Male,35-55,HE Qualification,70-80%,Male_x_35-55,60,1,752.0,62.666666666666664,98.0,171.0,752.0,752.0,12.0,1.0,80.0,80.0,1.0
1137,EEE,2014J,1,0,Female,55<=,Lower Than A Level,30-40%,Female_x_55<=,60,0,,,,,,,,2.0,49.5,8.0,1.0
1138,AAA,2014J,0,1,Male,35-55,A Level or Equivalent,90-100%,Male_x_35-55,60,0,286.0,57.2,87.0,87.0,286.0,286.0,5.0,,,,
1139,DDD,2013B,0,1,Female,35-55,No Formal quals,90-100%,Female_x_35-55,90,0,659.0,38.76470588235294,83.0,194.0,659.0,659.0,16.0,,,,
1140,FFF,2013B,1,0,Female,35-55,Post Graduate Qualification,10-20%,Female_x_35-55,60,2,377.0,41.888888888888886,89.0,0.0,377.0,377.0,9.0,,,,
1141,CCC,2013B,0,1,Male,0-35,No Formal quals,70-80%,Male_x_0-35,60,1,539.0,59.888888888888886,96.0,105.0,539.0,539.0,9.0,,,,
1142,DDD,2014B,1,0,Female,35-55,No Formal quals,60-70%,Female_x_35-55,60,1,446.0,63.714285714285715,98.0,0.0,446.0,446.0,7.0,,,,
1143,EEE,2014B,1,0,Male,0-35,Lower Than A Level,90-100%,Male_x_0-35,30,0,252.0,63.0,94.0,0.0,252.0,252.0,4.0,,,,
1144,FFF,2013J,1,0,Male,55<=,Lower Than A Level,80-90%,Male_x_55<=,60,0,,,,,,,,1.0,23.0,23.0,0.0
1145,AAA,2013B,1,0,Male,35-55,Post Graduate Qualification,10-20%,Male_x_35-55,90,1,450.0,64.28571428571429,95.0,94.0,450.0,450.0,7.0,,,,
1146,AAA,2014B,0,1,Female,35-55,Post Graduate Qualification,40-50%,Female_x_35-55,120,0,712.0,47.46666666666667,98.0,149.0,712.0,712.0,15.0,3.0,52.0,98.0,1.0
1147,EEE,2014J,1,0,Female,0-35,Post Graduate Qualification,50-60%,Female_x_0-35,60,0,526.0,58.44444444444444,94.0,101.0,526.0,526.0,9.0,1.0,65.0,65.0,0.0
1148,EEE,2014J,0,1,Female,55<=,HE Qualification,10-20%,Female_x_55<=,30,1,403.0,67.16666666666667,95.0,0.0,403.0,403.0,6.0,1.0,81.0,81.0,1.0
1149,CCC,2013B,0,1,Male,35-55,HE Qualification,10-20%,Male_x_35-55,120,0,470.0,42.72727272727273,89.0,68.0,470.0,470.0,11.0,1.0,67.0,67.0,0.0
1150,AAA,2013J,0,1,Male,55<=,Lower Than A Level,90-100%,Male_x_55<=,60,0,578.0,57.8,94.0,147.0,578.0,578.0,10.0,,,,
1151,FFF,2013J,0,1,Male,55<=,Lower Than A Level,30-40%,Male_x_55<=,120,1,409.0,51.125,82.0,0.0,409.0,409.0,8.0,,,,
1152,DDD,2014J,1,0,Female,35-55,Post Graduate Qualification,70-80%,Female_x_35-55,30,1,162.0,27.0,62.0,64.0,162.0,162.0,6.0,,,,
1153,FFF,2013J,1,0,Male,55<=,HE Qualification,40-50%,Male_x_55<=,60,1,146.0,48.666666666666664,62.0,0.0,146.0,146.0,3.0,,,,
1154,BBB,2013B,1,0,Male,55<=,A Level or Equivalent,80-90%,Male_x_55<=,30,0,179.0,89.5,98.0,0.0,179.0,179.0,2.0,,,,
1155,BBB,2014J,0,1,Female,35-55,HE Qualification,30-40%,Female_x_35-55,90,0,235.0,47.0,97.0,44.0,235.0,235.0,5.0,,,,
1156,EEE,2014B,0,1,Female,0-35,Lower Than A Level,20-30%,Female_x_0-35,90,1,459.0,38.25,95.0,0.0,459.0,459.0,12.0,,,,
1157,CCC,2014B,0,1,Female,35-55,HE Qualification,90-100%,Female_x_35-55,60,1,314.0,62.8,78.0,26.0,314.0,314.0,5.0,,,,
1158,BBB,2013J,1,0,Male,55<=,Lower Than A Level,70-80%,Male_x_55<=,30,0,108.0,36.0,81.0,16.0,108.0,108.0,3.0,,,,
1159,AAA,2014J,0,0,Male,35-55,Post Graduate Qualification,0-10%,Male_x_35-55,30,3,498.0,55.333333333333336,95.0,95.0,498.0,498.0,8.0,,,,
1160,FFF,2014J,1,0,Male,0-35,Post Graduate Qualification,80-90%,Male_x_0-35,60,3,407.0,50.875,78.0,101.0,407.0,407.0,8.0,,,,
1161,FFF,2014B,1,0,Female,55<=,Post Graduate Qualification,30-40%,Female_x_55<=,60,0,1322.0,50.84615384615385,93.0,44.0,1322.0,1322.0,25.0,2.0,87.0,99.0,0.5
1162,EEE,2014J,0,0,Female,55<=,A Level or Equivalent,80-90%,Female_x_55<=,60,1,637.0,45.5,87.0,2.0,637.0,637.0,14.0,,,,
1163,DDD,2014J,1,0,Female,0-35,A Level or Equivalent,70-80%,Female_x_0-35,60,0,82.0,41.0,65.0,0.0,82.0,82.0,2.0,,,,
1164,EEE,2014J,0,0,Female,0-35,Lower Than A Level,20-30%,Female_x_0-35,60,0,335.0,55.833333333333336,88.0,28.0,335.0,335.0,6.0,,,,
1165,DDD,2013J,1,0,Male,55<=,No Formal quals,20-30%,Male_x_55<=,30,0,315.0,78.75,97.0,0.0,315.0,315.0,4.0,3.0,28.666666666666668,28.0,0.6666666666666666
1166,EEE,2014J,1,0,Male,0-35,A Level or Equivalent,80-90%,Male_x_0-35,60,0,,,,,,,,,,,
1167,EEE,2013B,1,0,Male,35-55,Lower Than A Level,20-30%,Male_x_35-55,60,2,266.0,88.66666666666667,96.0,0.0,266.0,266.0,3.0,2.0,77.5,68.0,0.5
1168,EEE,2013J,0,1,Male,0-35,HE Qualification,30-40%,Male_x_0-35,120,1,209.0,52.25,62.0,0.0,209.0,209.0,4.0,,,,
1169,DDD,2014J,0,1,Male,35-55,Post Graduate Qualification,80-90%,Male_x_35-55,60,1,307.0,61.4,88.0,0.0,307.0,307.0,5.0,,,,
1170,DDD,2014J,1,0,Male,55<=,Post Graduate Qualification,30-40%,Male_x_55<=,60,0,717.0,51.214285714285715,96.0,0.0,717.0,717.0,14.0,1.0,50.0,50.0,0.0
1171,EEE,2013B,1,0,Male,55<=,Post Graduate Qualification,20-30%,Male_x_55<=,30,0,111.0,55.5,62.0,0.0,111.0,111.0,2.0,,,,
1172,BBB,2013J,1,0,Male,55<=,Lower Than A Level,60-70%,Male_x_55<=,120,0,278.0,30.88888888888889,76.0,94.0,278.0,278.0,9.0,,,,
1173,CCC,2014B,1,0,Female,55<=,Post Graduate Qualification,50-60%,Female_x_55<=,30,0,298.0,42.57142857142857,87.0,0.0,298.0,298.0,7.0,2.0,26.5,49.0,1.0
1174,CCC,2014B,0,0,Female,55<=,A Level or Equivalent,0-10%,Female_x_55<=,60,0,345.0,57.5,85.0,0.0,345.0,345.0,6.0,1.0,11.0,11.0,1.0
1175,CCC,2013J,1,0,Male,0-35,HE Qualification,90-100%,Male_x_0-35,120,0,212.0,42.4,76.0,31.0,212.0,212.0,5.0,,,,
1176,DDD,2014J,0,1,Female,0-35,Post Graduate Qualification,70-80%,Female_x_0-35,60,0,954.0,53.0,90.0,0.0,954.0,954.0,18.0,,,,
1177,DDD,2014J,1,0,Male,55<=,Lower Than A Level,0-10%,Male_x_55<=,60,0,,,,,,,,,,,
1178,BBB,2014B,1,0,Male,0-35,HE Qualification,30-40%,Male_x_0-35,30,0,848.0,56.53333333333333,93.0,147.0,848.0,848.0,14.0,,,,
1179,CCC,2014B,0,1,Female,0-35,Post Graduate Qualification,50-60%,Female_x_0-35,90,0,69.0,69.0,69.0,0.0,69.0,69.0,1.0,2.0,87.5,82.0,0.5
1180,CCC,2014B,0,1,Male,55<=,No Formal quals,50-60%,Male_x_55<=,30,2,198.0,49.5,86.0,66.0,198.0,198.0,4.0,,,,
1181,EEE,2013B,0,1,Male,0-35,Post Graduate Qualification,60-70%,Male_x_0-35,30,0,583.0,38.86666666666667,97.0,176.0,583.0,583.0,15.0,,,,
1182,DDD,2014B,0,1,Male,55<=,A Level or Equivalent,40-50%,Male_x_55<=,30,0,536.0,41.23076923076923,95.0,10.0,536.0,536.0,13.0,1.0,5.0,5.0,0.0
1183,CCC,2013B,1,0,Male,55<=,HE Qualification,40-50%,Male_x_55<=,30,1,588.0,49.0,90.0,90.0,588.0,588.0,12.0,3.0,21.666666666666668,4.0,0.6666666666666666
1184,FFF,2013J,1,0,Male,55<=,A Level or Equivalent,30-40%,Male_x_55<=,120,3,114.0,28.5,45.0,0.0,114.0,114.0,4.0,,,,
1185,BBB,2014J,0,1,Male,55<=,No Formal quals,50-60%,Male_x_55<=,60,1,277.0,39.57142857142857,95.0,0.0,277.0,277.0,7.0,,,,
1186,FFF,2014B,1,0,Male,0-35,No Formal quals,60-70%,Male_x_0-35,60,0,376.0,41.77777777777778,78.0,72.0,376.0,376.0,9.0,1.0,14.0,14.0,0.0
1187,FFF,2014J,0,1,Female,0-35,A Level or Equivalent,90-100%,Female_x_0-35,120,0,81.0,81.0,81.0,0.0,81.0,81.0,1.0,1.0,7.0,7.0,1.0
1188,BBB,2014J,0,1,Female,35-55,HE Qualification,90-100%,Female_x_35-55,30,3,497.0,49.7,97.0,57.0,497.0,497.0,10.0,1.0,28.0,28.0,0.0
1189,FFF,2014B,0,1,Male,35-55,No Formal quals,0-10%,Male_x_35-55,30,1,592.0,65.77777777777777,97.0,139.0,592.0,592.0,9.0,,,,
1190,CCC,2014B,0,1,Female,55<=,No Formal quals,80-90%,Female_x_55<=,60,0,756.0,58.15384615384615,99.0,164.0,756.0,756.0,13.0,,,,
1191,DDD,2013J,0,1,Male,35-55,Post Graduate Qualification,70-80%,Male_x_35-55,60,0,749.0,57.61538461538461,95.0,0.0,749.0,749.0,13.0,,,,
1192,BBB,2013B,1,0,Male,0-35,Lower Than A Level,60-70%,Male_x_0-35,60,0,696.0,58.0,87.0,132.0,696.0,696.0,11.0,,,,
1193,EEE,2013B,0,1,Male,0-35,No Formal quals,80-90%,Male_x_0-35,30,0,348.0,26.76923076923077,78.0,28.0,348.0,348.0,12.0,2.0,33.5,27.0,0.5
1194,FFF,2014J,1,0,Male,35-55,HE Qualification,20-30%,Male_x_35-55,60,1,594.0,42.42857142857143,99.0,151.0,594.0,594.0,12.0,,,,
1195,BBB,2014B,0,1,Female,35-55,HE Qualification,90-100%,Female_x_35-55,30,0,695.0,46.333333333333336,93.0,38.0,695.0,695.0,14.0,,,,
1196,AAA,2013J,0,1,Female,0-35,Post Graduate Qualification,30-40%,Female_x_0-35,30,3,621.0,41.4,99.0,137.0,621.0,621.0,15.0,,,,
1197,AAA,2013J,0,1,Female,35-55,HE Qualification,60-70%,Female_x_35-55,30,0,,,,,,,,1.0,43.0,43.0,0.0
1198,DDD,2013J,0,1,Female,0-35,Post Graduate Qualification,50-60%,Female_x_0-35,60,1,761.0,47.5625,92.0,0.0,761.0,761.0,15.0,,,,
1199,CCC,2013J,0,1,Male,0-35,No Formal quals,10-20%,Male_x_0-35,60,0,404.0,50.5,85.0,0.0,404.0,404.0,8.0,1.0,14.0,14.0,1.0
1200,DDD,2013J,1,0,Female,35-55,No Formal quals,10-20%,Female_x_35-55,60,0,124.0,62.0,99.0,124.0,124.0,124.0,2.0,,,,
1201,DDD,2013B,0,0,Male,35-55,No Formal quals,90-100%,Male_x_35-55,120,0,425.0,42.5,87.0,0.0,425.0,425.0,10.0,,,,
1202,DDD,2013B,1,0,Male,55<=,No Formal quals,60-70%,Male_x_55<=,120,1,428.0,53.5,78.0,65.0,428.0,428.0,8.0,1.0,18.0,18.0,0.0
1203,DDD,2013B,0,1,Female,55<=,Lower Than A Level,80-90%,Female_x_55<=,60,0,424.0,60.57142857142857,87.0,0.0,424.0,424.0,7.0,1.0,11.0,11.0,1.0
1204,EEE,2014B,0,1,Male,55<=,Lower Than A Level,80-90%,Male_x_55<=,120,0,333.0,47.57142857142857,93.0,0.0,333.0,333.0,7.0,,,,
1205,EEE,2014J,0,1,Female,55<=,No Formal quals,60-70%,Female_x_55<=,120,1,692.0,46.13333333333333,98.0,110.0,692.0,692.0,15.0,1.0,4.0,4.0,0.0
1206,BBB,2013J,0,1,Female,55<=,HE Qualification,70-80%,Female_x_55<=,60,0,338.0,67.6,97.0,0.0,338.0,338.0,5.0,2.0,89.0,90.0,0.0
1207,AAA,2014B,0,1,Female,0-35,Post Graduate Qualification,90-100%,Female_x_0-35,60,2,787.0,52.46666666666667,96.0,79.0,787.0,787.0,14.0,1.0,58.0,58.0,1.0
1208,DDD,2013J,1,0,Female,35-55,A Level or Equivalent,20-30%,Female_x_35-55,120,2,316.0,79.0,96.0,171.0,316.0,316.0,4.0,,,,
1209,BBB,2013B,0,1,Female,0-35,Post Graduate Qualification,0-10%,Female_x_0-35,60,2,556.0,61.77777777777778,97.0,0.0,556.0,556.0,8.0,,,,
1210,AAA,2014B,1,0,Male,55<=,A Level or Equivalent,60-70%,Male_x_55<=,30,0,888.0,55.5,96.0,49.0,888.0,888.0,16.0,,,,
1211,FFF,2013B,0,1,Female,55<=,A Level or Equivalent,70-80%,Female_x_55<=,60,0,668.0,47.714285714285715,93.0,159.0,668.0,668.0,14.0,1.0,60.0,60.0,0.0
1212,CCC,2013J,1,0,Female,35-55,No Formal quals,10-20%,Female_x_35-55,30,3,297.0,42.42857142857143,88.0,88.0,297.0,297.0,7.0,,,,
1213,EEE,2013J,0,1,Male,0-35,A Level or Equivalent,80-90%,Male_x_0-35,60,0,466.0,58.25,80.0,142.0,466.0,466.0,8.0,,,,
1214,FFF,2014J,1,0,Female,55<=,No Formal quals,30-40%,Female_x_55<=,30,0,328.0,54.666666666666664,95.0,0.0,328.0,328.0,5.0,4.0,48.25,23.0,0.25
1215,AAA,2013J,1,0,Female,55<=,Lower Than A Level,90-100%,Female_x_55<=,30,1,936.0,58.5,99.0,165.0,936.0,936.0,15.0,,,,
1216,FFF,2013B,0,1,Male,55<=,HE Qualification,80-90%,Male_x_55<=,30,0,408.0,40.8,75.0,53.0,408.0,408.0,9.0,,,,
1217,CCC,2013J,0,1,Male,55<=,A Level or Equivalent,20-30%,Male_x_55<=,90,1,159.0,79.5,99.0,0.0,159.0,159.0,2.0,2.0,34.5,42.0,0.0
1218,AAA,2014J,0,1,Female,0-35,HE Qualification,70-80%,Female_x_0-35,30,1,421.0,38.27272727272727,78.0,76.0,421.0,421.0,10.0,,,,
1219,FFF,2014J,0,0,Male,0-35,No Formal quals,10-20%,Male_x_0-35,30,1,165.0,55.0,95.0,95.0,165.0,165.0,3.0,,,,
1220,EEE,2013B,1,0,Female,55<=,A Level or Equivalent,20-30%,Female_x_55<=,30,0,1014.0,63.375,99.0,160.0,1014.0,1014.0,16.0,,,,
1221,EEE,2014B,1,0,Male,0-35,Post Graduate Qualification,0-10%,Male_x_0-35,60,0,1104.0,55.2,96.0,191.0,1104.0,1104.0,17.0,,,,
1222,BBB,2013J,1,0,Female,55<=,Lower Than A Level,40-50%,Female_x_55<=,120,0,365.0,60.833333333333336,95.0,95.0,365.0,365.0,6.0,2.0,45.5,90.0,0.0
1223,FFF,2014J,1,0,Female,35-55,Lower Than A Level,30-40%,Female_x_35-55,30,0,439.0,54.875,96.0,96.0,439.0,439.0,8.0,1.0,40.0,40.0,1.0
1224,DDD,2013J,1,0,Female,35-55,A Level or Equivalent,0-10%,Female_x_35-55,30,0,597.0,45.92307692307692,98.0,14.0,597.0,597.0,13.0,,,,
1225,FFF,2013J,0,1,Male,35-55,Lower Than A Level,90-100%,Male_x_35-55,60,0,443.0,49.22222222222222,98.0,0.0,443.0,443.0,9.0,1.0,1.0,1.0,0.0
1226,AAA,2014B,1,0,Female,0-35,Post Graduate Qualification,80-90%,Female_x_0-35,60,0,25.0,25.0,25.0,0.0,25.0,25.0,1.0,,,,
1227,AAA,2014J,1,0,Male,55<=,HE Qualification,50-60%,Male_x_55<=,30,0,18.0,18.0,18.0,0.0,18.0,18.0,1.0,,,,
1228,FFF,2013J,0,1,Female,35-55,Post Graduate Qualification,50-60%,Female_x_35-55,60,1,1642.0,56.62068965517241,97.0,142.0,1642.0,1642.0,28.0,,,,
1229,CCC,2014J,1,0,Female,35-55,Lower Than A Level,10-20%,Female_x_35-55,60,0,410.0,51.25,95.0,124.0,410.0,410.0,8.0,,,,
1230,EEE,2013B,1,0,Female,0-35,HE Qualification,60-70%,Female_x_0-35,60,0,522.0,47.45454545454545,84.0,161.0,522.0,522.0,11.0,,,,
1231,AAA,2013B,1,0,Female,0-35,Post Graduate Qualification,80-90%,Female_x_0-35,120,1,491.0,44.63636363636363,89.0,101.0,491.0,491.0,11.0,,,,
1232,EEE,2013J,0,0,Female,35-55,No Formal quals,50-60%,Female_x_35-55,30,1,738.0,43.411764705882355,94.0,43.0,738.0,738.0,17.0,2.0,68.5,69.0,1.0
1233,AAA,2014J,1,0,Male,55<=,No Formal quals,70-80%,Male_x_55<=,30,0,284.0,40.57142857142857,77.0,0.0,284.0,284.0,7.0,,,,
1234,BBB,2013J,0,1,Male,55<=,HE Qualification,40-50%,Male_x_55<=,90,1,483.0,40.25,93.0,64.0,483.0,483.0,12.0,,,,
1235,DDD,2014J,0,1,Male,55<=,HE Qualification,10-20%,Male_x_55<=,90,0,431.0,39.18181818181818,99.0,1.0,431.0,431.0,10.0,,,,
1236,AAA,2014J,1,0,Female,35-55,HE Qualification,30-40%,Female_x_35-55,30,0,486.0,48.6,86.0,5.0,486.0,486.0,10.0,,,,
1237,EEE,2014B,1,0,Female,0-35,No Formal quals,0-10%,Female_x_0-35,120,2,755.0,50.333333333333336,95.0,0.0,755.0,755.0,15.0,,,,
1238,BBB,2014B,0,1,Male,55<=,Post Graduate Qualification,0-10%,Male_x_55<=,60,2,164.0,54.666666666666664,73.0,0.0,164.0,164.0,3.0,,,,
1239,AAA,2014B,0,0,Female,35-55,HE Qualification,50-60%,Female_x_35-55,30,0,141.0,47.0,92.0,5.0,141.0,141.0,3.0,,,,
1240,CCC,2013J,1,0,Female,35-55,No Formal quals,10-20%,Female_x_35-55,60,1,445.0,63.57142857142857,94.0,163.0,445.0,445.0,7.0,1.0,81.0,81.0,0.0
1241,DDD,2014B,1,0,Female,0-35,HE Qualification,50-60%,Female_x_0-35,30,2,435.0,62.142857142857146,99.0,0.0,435.0,435.0,7.0,1.0,44.0,44.0,0.0
1242,AAA,2014B,1,0,Male,55<=,HE Qualification,0-10%,Male_x_55<=,30,3,467.0,51.888888888888886,92.0,0.0,467.0,467.0,9.0,1.0,2.0,2.0,1.0
1243,BBB,2013B,1,0,Male,35-55,HE Qualification,90-100%,Male_x_35-55,30,0,535.0,48.63636363636363,95.0,95.0,535.0,535.0,11.0,1.0,86.0,86.0,0.0
1244,CCC,2014J,0,1,Male,55<=,No Formal quals,20-30%,Male_x_55<=,60,0,304.0,50.666666666666664,99.0,0.0,304.0,304.0,6.0,,,,
1245,FFF,2014J,0,1,Male,55<=,Post Graduate Qualification,80-90%,Male_x_55<=,90,0,372.0,62.0,94.0,0.0,372.0,372.0,6.0,2.0,48.0,9.0,0.0
1246,BBB,2014B,1,0,Male,55<=,No Formal quals,10-20%,Male_x_55<=,60,0,348.0,87.0,99.0,0.0,348.0,348.0,4.0,1.0,20.0,20.0,1.0
1247,BBB,2014J,0,0,Female,35-55,No Formal quals,70-80%,Female_x_35-55,60,0,,,,,,,,1.0,55.0,55.0,0.0
1248,CCC,2013B,1,0,Female,55<=,HE Qualification,50-60%,Female_x_55<=,60,1,741.0,52.92857142857143,90.0,89.0,741.0,741.0,13.0,,,,
1249,BBB,2013B,0,1,Female,0-35,A Level or Equivalent,50-60%,Female_x_0-35,60,1,358.0,51.142857142857146,94.0,38.0,358.0,358.0,7.0,,,,
1250,CCC,2014B,0,1,Female,35-55,A Level or Equivalent,60-70%,Female_x_35-55,90,2,177.0,44.25,77.0,0.0,177.0,177.0,4.0,,,,
1251,AAA,2013B,1,0,Male,35-55,A Level or Equivalent,40-50%,Male_x_35-55,60,0,169.0,84.5,93.0,0.0,169.0,169.0,2.0,,,,
1252,CCC,2014J,1,0,Male,55<=,No Formal quals,30-40%,Male_x_55<=,60,0,183.0,45.75,92.0,50.0,183.0,183.0,4.0,,,,
1253,CCC,2013J,1,0,Female,55<=,HE Qualification,50-60%,Female_x_55<=,60,0,342.0,57.0,97.0,0.0,342.0,342.0,6.0,,,,
1254,DDD,2014J,0,0,Male,55<=,A Level or Equivalent,70-80%,Male_x_55<=,90,0,428.0,53.5,98.0,12.0,428.0,428.0,7.0,,,,
1255,CCC,2013J,0,1,Female,35-55,Lower Than A Level,30-40%,Female_x_35-55,30,2,666.0,47.57142857142857,96.0,59.0,666.0,666.0,14.0,2.0,21.0,9.0,0.5
1256,CCC,2014B,1,0,Female,0-35,Lower Than A Level,40-50%,Female_x_0-35,30,0,164.0,82.0,85.0,0.0,164.0,164.0,2.0,3.0,74.33333333333333,90.0,0.3333333333333333
1257,FFF,2013J,0,1,Female,0-35,Lower Than A Level,60-70%,Female_x_0-35,60,1,515.0,57.22222222222222,89.0,159.0,515.0,515.0,9.0,,,,
1258,AAA,2013B,0,1,Female,35-55,Post Graduate Qualification,50-60%,Female_x_35-55,90,0,552.0,50.18181818181818,95.0,95.0,552.0,552.0,11.0,,,,
