old_name,new_name,year,title,ext,status,notes
electronics-10-01611.pdf,"2021 related to the type of education and areas dealt with, the developmental approach used, and the elements recommended, as well as being able to detect any gaps in this area for futu.pdf",2021,"related to the type of education and areas dealt with, the developmental approach used, and the elements recommended, as well as being able to detect any gaps in this area for futu",.pdf,"dry-run.rename->2021 related to the type of education and areas dealt with, the developmental approach used, and the elements recommended, as well as being able to detect any gaps in this area for futu.pdf",fitz.title;fitz.year
Enhancing_Procurement_Performance_in_Project-Oriented_Organizations_A_Process_Analysis_Approach.pdf,"2024 procurement activities, highlighting resource-intensive areas such as request handling, technical evaluations, and cost registration. Notably, significant bottlenecks are identifie.pdf",2024,"procurement activities, highlighting resource-intensive areas such as request handling, technical evaluations, and cost registration. Notably, significant bottlenecks are identifie",.pdf,"dry-run.rename->2024 procurement activities, highlighting resource-intensive areas such as request handling, technical evaluations, and cost registration. Notably, significant bottlenecks are identifie.pdf",fitz.title;fitz.year
entropy-26-00371.pdf,"2024 sonalized user recommendation. For instance, users’ historical interactions with a certain class of items may inaccurately lead to recommendations of all items within that class, r.pdf",2024,"sonalized user recommendation. For instance, users’ historical interactions with a certain class of items may inaccurately lead to recommendations of all items within that class, r",.pdf,"dry-run.rename->2024 sonalized user recommendation. For instance, users’ historical interactions with a certain class of items may inaccurately lead to recommendations of all items within that class, r.pdf",fitz.title;fitz.year
European Management Review - 2023 - Locatelli - A Manifesto for project management research.pdf,"2023 plines, particularly business and management, in a true scholarship of integration and cross-fertilisation. This Manifesto invites the latter scholars to join efforts.pdf",2023,"plines, particularly business and management, in a true scholarship of integration and cross-fertilisation. This Manifesto invites the latter scholars to join efforts",.pdf,"dry-run.rename->2023 plines, particularly business and management, in a true scholarship of integration and cross-fertilisation. This Manifesto invites the latter scholars to join efforts.pdf",fitz.title;fitz.year
Evaluating_Success_Factors_of_Software_Project_Management_in_Global_Software_Development _1_.pdf,2024 explores the critical success factors (CSFs) in software project management for global projects by developing a framework for effective project management within the context of GSD.pdf,2024,explores the critical success factors (CSFs) in software project management for global projects by developing a framework for effective project management within the context of GSD,.pdf,dry-run.rename->2024 explores the critical success factors (CSFs) in software project management for global projects by developing a framework for effective project management within the context of GSD.pdf,fitz.title;fitz.year
Evaluating_Success_Factors_of_Software_Project_Management_in_Global_Software_Development.pdf,2024 explores the critical success factors (CSFs) in software project management for global projects by developing a framework for effective project management within the context of GSD.pdf,2024,explores the critical success factors (CSFs) in software project management for global projects by developing a framework for effective project management within the context of GSD,.pdf,dry-run.rename->2024 explores the critical success factors (CSFs) in software project management for global projects by developing a framework for effective project management within the context of GSD.pdf,fitz.title;fitz.year
Exploration_and_Visualization_of_Learning_Behavior_Patterns_From_the_Perspective_of_Educational_Process_Mining.pdf,"1995 difference among different categories. In this case, using the semi-biased statistic proposed in the paper is helpful to improve clustering effect. 2) The better the students learn.pdf",1995,"difference among different categories. In this case, using the semi-biased statistic proposed in the paper is helpful to improve clustering effect. 2) The better the students learn",.pdf,"dry-run.rename->1995 difference among different categories. In this case, using the semi-biased statistic proposed in the paper is helpful to improve clustering effect. 2) The better the students learn.pdf",fitz.title;fitz.year
Figure 11 Key for Figure 1.pdf,,,Figure 10- Expected outcomes and proposed implementation details,.pdf,skipped.missing_year_or_title,fitz.title
"foundation_models,_generative_ai,_and_large.11.pdf","2024 formatics, Houston (Drs Ross, Zhi, Rasmy); and Microsoft, Redmond, Washington (Dr McGrow) The authors have disclosed that they have no significant relationships with, or financial .pdf",2024,"formatics, Houston (Drs Ross, Zhi, Rasmy); and Microsoft, Redmond, Washington (Dr McGrow) The authors have disclosed that they have no significant relationships with, or financial ",.pdf,"dry-run.rename->2024 formatics, Houston (Drs Ross, Zhi, Rasmy); and Microsoft, Redmond, Washington (Dr McGrow) The authors have disclosed that they have no significant relationships with, or financial .pdf",fitz.title;fitz.year
fpsyg-13-813514.pdf,"1991 learning modules via a combination of trace clustering and process mining. Event traces were first divided into groups similar in nature using agglomerative clustering, with simila.pdf",1991,"learning modules via a combination of trace clustering and process mining. Event traces were first divided into groups similar in nature using agglomerative clustering, with simila",.pdf,"dry-run.rename->1991 learning modules via a combination of trace clustering and process mining. Event traces were first divided into groups similar in nature using agglomerative clustering, with simila.pdf",fitz.title;fitz.year
Fraud_Prediction_in_Pakistani_E-commerce_Market.pdf,"2021 using commonly available customer, product, and seller traits, as features. For this research, a product-based fraud detection dataset.pdf",2021,"using commonly available customer, product, and seller traits, as features. For this research, a product-based fraud detection dataset",.pdf,"dry-run.rename->2021 using commonly available customer, product, and seller traits, as features. For this research, a product-based fraud detection dataset.pdf",fitz.title;fitz.year
From_ChatGPT_to_ThreatGPT_Impact_of_Generative_AI_in_Cybersecurity_and_Privacy (1).pdf,"2018 generation and detection, attack identification, developing ethical guidelines, incidence response plans, and malware detection. We will also discuss the social, legal, and ethical.pdf",2018,"generation and detection, attack identification, developing ethical guidelines, incidence response plans, and malware detection. We will also discuss the social, legal, and ethical",.pdf,"dry-run.rename->2018 generation and detection, attack identification, developing ethical guidelines, incidence response plans, and malware detection. We will also discuss the social, legal, and ethical.pdf",fitz.title;fitz.year
FULLTEXT01 (1).pdf,"2021 supportive during the process of completing this research. Even though some of them were terrified with their own theses, but if need be, they were all ready to solve the problems .pdf",2021,"supportive during the process of completing this research. Even though some of them were terrified with their own theses, but if need be, they were all ready to solve the problems ",.pdf,"dry-run.rename->2021 supportive during the process of completing this research. Even though some of them were terrified with their own theses, but if need be, they were all ready to solve the problems .pdf",fitz.title;fitz.year
FULLTEXT01 (2).pdf,"2018 and detect interesting patterns. Exploratory statistical analysis was conducted to explore trends and potential predictors, and to guide the selection of analysis methods. Using in.pdf",2018,"and detect interesting patterns. Exploratory statistical analysis was conducted to explore trends and potential predictors, and to guide the selection of analysis methods. Using in",.pdf,"dry-run.rename->2018 and detect interesting patterns. Exploratory statistical analysis was conducted to explore trends and potential predictors, and to guide the selection of analysis methods. Using in.pdf",fitz.title;fitz.year
FULLTEXT01.pdf,,,their product-service offering to social media users. Small business owners should be consistent in engaging social media users as a means of marketing the benefits of their produc,.pdf,skipped.missing_year_or_title,fitz.title
FULLTEXT02.pdf,"2022 Lastly, I appreciate my facilitators, who supported me to collect data. I am also tankful to the respondents of the study, who spared some time for me to provide the data. Without .pdf",2022,"Lastly, I appreciate my facilitators, who supported me to collect data. I am also tankful to the respondents of the study, who spared some time for me to provide the data. Without ",.pdf,"dry-run.rename->2022 Lastly, I appreciate my facilitators, who supported me to collect data. I am also tankful to the respondents of the study, who spared some time for me to provide the data. Without .pdf",fitz.title;fitz.year
futureinternet-16-00177-v2.pdf,"2024 in applying collaborative approaches. The three most frequently used strategies for managing conflict were identifying the root cause of the problem, actively listening, and being .pdf",2024,"in applying collaborative approaches. The three most frequently used strategies for managing conflict were identifying the root cause of the problem, actively listening, and being ",.pdf,"dry-run.rename->2024 in applying collaborative approaches. The three most frequently used strategies for managing conflict were identifying the root cause of the problem, actively listening, and being .pdf",fitz.title;fitz.year
futureinternet-16-00218.pdf,"2024 GenAI is the large language model chatbot, which allows users to seek answers to their queries. This article seeks to adapt current SRL models to understand student learning with t.pdf",2024,"GenAI is the large language model chatbot, which allows users to seek answers to their queries. This article seeks to adapt current SRL models to understand student learning with t",.pdf,"dry-run.rename->2024 GenAI is the large language model chatbot, which allows users to seek answers to their queries. This article seeks to adapt current SRL models to understand student learning with t.pdf",fitz.title;fitz.year
GarciaRomeropaperUMUAI.pdf,1996 groups of students using a web-based adaptive course. The results obtained demonstrate that the proposed architecture constitutes a good starting point to future investigations in .pdf,1996,groups of students using a web-based adaptive course. The results obtained demonstrate that the proposed architecture constitutes a good starting point to future investigations in ,.pdf,dry-run.rename->1996 groups of students using a web-based adaptive course. The results obtained demonstrate that the proposed architecture constitutes a good starting point to future investigations in .pdf,fitz.title;fitz.year
GE099GRADEPREDICTIONUSINGSUPERVISEDMACHINELEARNINGTECHNIQUES.pdf,"2016 performance of the students. If student performance can be predicted beforehand, it could help all the stake holders to make better and timely decisions. We therefore highlight thr.pdf",2016,"performance of the students. If student performance can be predicted beforehand, it could help all the stake holders to make better and timely decisions. We therefore highlight thr",.pdf,"dry-run.rename->2016 performance of the students. If student performance can be predicted beforehand, it could help all the stake holders to make better and timely decisions. We therefore highlight thr.pdf",fitz.title;fitz.year
Generative Artificial Intelligence in Product Design Education.pdf,"1994 Image-generative artificial intelligence (AI) is increasingly being used in the product design process. In this paper, we present examples of how it is being used and discuss the p.pdf",1994,"Image-generative artificial intelligence (AI) is increasingly being used in the product design process. In this paper, we present examples of how it is being used and discuss the p",.pdf,"dry-run.rename->1994 Image-generative artificial intelligence (AI) is increasingly being used in the product design process. In this paper, we present examples of how it is being used and discuss the p.pdf",fitz.title;fitz.year
Generative_AI_for_Cyber_Security_Analyzing_the_Potential_of_ChatGPT_DALL-E_and_Other_Models_for_Enhancing_the_Security_Space.pdf,2024 professionals who continue looking for better solutions to tackle these threats. GAI technology provides an effective way for them to address these issues in an automated manner wi.pdf,2024,professionals who continue looking for better solutions to tackle these threats. GAI technology provides an effective way for them to address these issues in an automated manner wi,.pdf,dry-run.rename->2024 professionals who continue looking for better solutions to tackle these threats. GAI technology provides an effective way for them to address these issues in an automated manner wi.pdf,fitz.title;fitz.year
Generative_AI_for_Industry_5.0_Analyzing_the_impact_of_ChatGPT_DALLE_and_Other_Models.pdf,2021 content may change prior to final publication. Citation information- DOI 10.1109-OJCOMS.2024.3400161 This work is licensed under a Creative Commons Attribution-NonCommercial-NoDeri.pdf,2021,content may change prior to final publication. Citation information- DOI 10.1109-OJCOMS.2024.3400161 This work is licensed under a Creative Commons Attribution-NonCommercial-NoDeri,.pdf,dry-run.rename->2021 content may change prior to final publication. Citation information- DOI 10.1109-OJCOMS.2024.3400161 This work is licensed under a Creative Commons Attribution-NonCommercial-NoDeri.pdf,fitz.title;fitz.year
Global Initiatives Towards Regulatory Frameworks for Artificial.pdf,"2024 Artiicial intelligence (AI) integration into education has received signiicant global attention, sparking a need for comprehen sive regulatory frameworks for governance. In this co.pdf",2024,"Artiicial intelligence (AI) integration into education has received signiicant global attention, sparking a need for comprehen sive regulatory frameworks for governance. In this co",.pdf,"dry-run.rename->2024 Artiicial intelligence (AI) integration into education has received signiicant global attention, sparking a need for comprehen sive regulatory frameworks for governance. In this co.pdf",fitz.title;fitz.year
Guleria-2023-Explainable-ai-and-machine-learning.pdf,2022 ful to students in achieving career placements and help students to opt for the right decision for their career growth. It is supposed to work like an expert system with.pdf,2022,ful to students in achieving career placements and help students to opt for the right decision for their career growth. It is supposed to work like an expert system with,.pdf,dry-run.rename->2022 ful to students in achieving career placements and help students to opt for the right decision for their career growth. It is supposed to work like an expert system with.pdf,fitz.title;fitz.year
healthcare-12-02013.pdf,2024 methods approach involving a survey and semi-structured qualitative interview methods were utilized. Results- A total of 39 (75%) out of 53 policymakers at the Saudi Ministry of He.pdf,2024,methods approach involving a survey and semi-structured qualitative interview methods were utilized. Results- A total of 39 (75%) out of 53 policymakers at the Saudi Ministry of He,.pdf,dry-run.rename->2024 methods approach involving a survey and semi-structured qualitative interview methods were utilized. Results- A total of 39 (75%) out of 53 policymakers at the Saudi Ministry of He.pdf,fitz.title;fitz.year
HF_PKFS_-_BAU.pdf,"2016 At the time of rental revision, applicable Rate shall not at any point exceed from the above mentioned “Cap Rate” and nor be less than the above mentioned “Floor Rate”.pdf",2016,"At the time of rental revision, applicable Rate shall not at any point exceed from the above mentioned “Cap Rate” and nor be less than the above mentioned “Floor Rate”",.pdf,"dry-run.rename->2016 At the time of rental revision, applicable Rate shall not at any point exceed from the above mentioned “Cap Rate” and nor be less than the above mentioned “Floor Rate”.pdf",fitz.title;fitz.year
Human-AI collaboration patterns in AI-assisted academic writing.pdf,"2024 This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http---creativecommons.org-licenses-by-4.0-), which permits unrestricted use.pdf",2024,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http---creativecommons.org-licenses-by-4.0-), which permits unrestricted use",.pdf,"dry-run.rename->2024 This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http---creativecommons.org-licenses-by-4.0-), which permits unrestricted use.pdf",fitz.title;fitz.year
ijcatr13081006.pdf,"2024 Our analysis reveals that the gradient boosting model outperforms its counterparts in predicting student dropout, achieving the highest precision, recall, and F1 score among the ev.pdf",2024,"Our analysis reveals that the gradient boosting model outperforms its counterparts in predicting student dropout, achieving the highest precision, recall, and F1 score among the ev",.pdf,"dry-run.rename->2024 Our analysis reveals that the gradient boosting model outperforms its counterparts in predicting student dropout, achieving the highest precision, recall, and F1 score among the ev.pdf",fitz.title;fitz.year
ijimai_5_5_16_pdf_13983.pdf,"1990 This contribution reviews the vast scope of digital application areas, which shape the digital marketing landscape and coin the present term “marketing intelligence” from a marketi.pdf",1990,"This contribution reviews the vast scope of digital application areas, which shape the digital marketing landscape and coin the present term “marketing intelligence” from a marketi",.pdf,"dry-run.rename->1990 This contribution reviews the vast scope of digital application areas, which shape the digital marketing landscape and coin the present term “marketing intelligence” from a marketi.pdf",fitz.title;fitz.year
Ijime+V1-N1-A1.pdf,"1989 definition of the word means marketing products and services using digital channels, but in the broadest sense of the word, it means the use of digital technologies to attract cust.pdf",1989,"definition of the word means marketing products and services using digital channels, but in the broadest sense of the word, it means the use of digital technologies to attract cust",.pdf,"dry-run.rename->1989 definition of the word means marketing products and services using digital channels, but in the broadest sense of the word, it means the use of digital technologies to attract cust.pdf",fitz.title;fitz.year
ijispm-090201.pdf,"2021 tasks and analysis of structured data in areas like finance, insurance, information, and communications. This wave is already a reality considering, for example, the closing of loc.pdf",2021,"tasks and analysis of structured data in areas like finance, insurance, information, and communications. This wave is already a reality considering, for example, the closing of loc",.pdf,"dry-run.rename->2021 tasks and analysis of structured data in areas like finance, insurance, information, and communications. This wave is already a reality considering, for example, the closing of loc.pdf",fitz.title;fitz.year
IJITCS-V9-N4-6.pdf,"2017 Copyright © 2017 MECS I.J. Information Technology and Computer Science, 2017, 4, 39-47 An Architecture for Recommendation of Courses.pdf",2017,"Copyright © 2017 MECS I.J. Information Technology and Computer Science, 2017, 4, 39-47 An Architecture for Recommendation of Courses",.pdf,"dry-run.rename->2017 Copyright © 2017 MECS I.J. Information Technology and Computer Science, 2017, 4, 39-47 An Architecture for Recommendation of Courses.pdf",fitz.title;fitz.year
Improving Student Learning with Hybrid Human-AI Tutoring A.pdf,2024 rapid data-driven iteration needed to guide an inspired creation into effective innovation. Future work focuses on improving the tutor.pdf,2024,rapid data-driven iteration needed to guide an inspired creation into effective innovation. Future work focuses on improving the tutor,.pdf,dry-run.rename->2024 rapid data-driven iteration needed to guide an inspired creation into effective innovation. Future work focuses on improving the tutor.pdf,fitz.title;fitz.year
improvingeducationthroughdatascienceanalyticav02-170527083137.pdf,2017 Data + Data Scientists = Knowledge Improving Education Through Data Science - Dr. Aous Abdo Analytica Data Science.pdf,2017,Data + Data Scientists = Knowledge Improving Education Through Data Science - Dr. Aous Abdo Analytica Data Science,.pdf,dry-run.rename->2017 Data + Data Scientists = Knowledge Improving Education Through Data Science - Dr. Aous Abdo Analytica Data Science.pdf,fitz.title;fitz.year
Industry_5.0_in_Smart_Education_Concepts_Applications_Challenges_Opportunities_and_Future_Directions.pdf,"2020 This work was supported by the British Council’s Going Global Partnership Industry-Academia Collaborative 2022–2023 under Grant IND-CONT-G-22-23-20, and in part by the Embracing Di.pdf",2020,"This work was supported by the British Council’s Going Global Partnership Industry-Academia Collaborative 2022–2023 under Grant IND-CONT-G-22-23-20, and in part by the Embracing Di",.pdf,"dry-run.rename->2020 This work was supported by the British Council’s Going Global Partnership Industry-Academia Collaborative 2022–2023 under Grant IND-CONT-G-22-23-20, and in part by the Embracing Di.pdf",fitz.title;fitz.year
information-12-00414.pdf,"2021 up more than 400 times in both years. Finally, the clustering method demonstrates that election, politics, deaths, digital security act, Rohingya, and cricket-related words exhibit.pdf",2021,"up more than 400 times in both years. Finally, the clustering method demonstrates that election, politics, deaths, digital security act, Rohingya, and cricket-related words exhibit",.pdf,"dry-run.rename->2021 up more than 400 times in both years. Finally, the clustering method demonstrates that election, politics, deaths, digital security act, Rohingya, and cricket-related words exhibit.pdf",fitz.title;fitz.year
information-13-00029-v4.pdf,2022 model for educational process mining in order to understand and predict the learning behavior of students. These models were evaluated on the publicly available xAPI (Experience AP.pdf,2022,model for educational process mining in order to understand and predict the learning behavior of students. These models were evaluated on the publicly available xAPI (Experience AP,.pdf,dry-run.rename->2022 model for educational process mining in order to understand and predict the learning behavior of students. These models were evaluated on the publicly available xAPI (Experience AP.pdf,fitz.title;fitz.year
information-14-00009.pdf,"2022 each activity. The system has been evaluated with promising results that highlight the effectiveness of the path-based recommendations for learning activities, while preserving the.pdf",2022,"each activity. The system has been evaluated with promising results that highlight the effectiveness of the path-based recommendations for learning activities, while preserving the",.pdf,"dry-run.rename->2022 each activity. The system has been evaluated with promising results that highlight the effectiveness of the path-based recommendations for learning activities, while preserving the.pdf",fitz.title;fitz.year
information-14-00505-v2.pdf,"2023 signals referring to various learners’ characteristics, such as prior knowledge level, learning style, and current learning goals. To refine the recommendation process, the cosine .pdf",2023,"signals referring to various learners’ characteristics, such as prior knowledge level, learning style, and current learning goals. To refine the recommendation process, the cosine ",.pdf,"dry-run.rename->2023 signals referring to various learners’ characteristics, such as prior knowledge level, learning style, and current learning goals. To refine the recommendation process, the cosine .pdf",fitz.title;fitz.year
information-14-00632.pdf,2023 duration based on the chosen methodology remains a challenge. This paper addresses the limitations of existing models and proposes a novel NPD project model that allows for testing.pdf,2023,duration based on the chosen methodology remains a challenge. This paper addresses the limitations of existing models and proposes a novel NPD project model that allows for testing,.pdf,dry-run.rename->2023 duration based on the chosen methodology remains a challenge. This paper addresses the limitations of existing models and proposes a novel NPD project model that allows for testing.pdf,fitz.title;fitz.year
information-15-00592.pdf,"2024 predominate, making it possible to characterize tailoring processes in these organizations. Moreover, the implementation of hybrid scaling of agile is supported by the paradigm of .pdf",2024,"predominate, making it possible to characterize tailoring processes in these organizations. Moreover, the implementation of hybrid scaling of agile is supported by the paradigm of ",.pdf,"dry-run.rename->2024 predominate, making it possible to characterize tailoring processes in these organizations. Moreover, the implementation of hybrid scaling of agile is supported by the paradigm of .pdf",fitz.title;fitz.year
Intelligent Data Mining and Machine Learning for.pdf,,,to wrong treatment and causes irreversible deterioration in the client’s mental health status including hospitalization and-or pre,.pdf,skipped.missing_year_or_title,fitz.title
Intelligent_Personalized_Recommendation_Method_Based_on_Optimized_Collaborative_Filtering_Algorithm_in_Primary_and_Secondary_Education_Resource_System.pdf,"2024 collaborative filtering algorithms. Due to the strong interaction between collaborative filtering algorithms and users, they are often used in recommendation models. However, its d.pdf",2024,"collaborative filtering algorithms. Due to the strong interaction between collaborative filtering algorithms and users, they are often used in recommendation models. However, its d",.pdf,"dry-run.rename->2024 collaborative filtering algorithms. Due to the strong interaction between collaborative filtering algorithms and users, they are often used in recommendation models. However, its d.pdf",fitz.title;fitz.year
intro-qualitative.pdf,"1962 the process by which an innovation is communicated through certain channels over time among the members of a social system (Rogers,.pdf",1962,"the process by which an innovation is communicated through certain channels over time among the members of a social system (Rogers,",.pdf,"dry-run.rename->1962 the process by which an innovation is communicated through certain channels over time among the members of a social system (Rogers,.pdf",fitz.title;fitz.year
intsys_v8_n12_2015_18.pdf,"2015 Process Mining in the Education Domain Awatef HICHEUR CAIRNS1, Billel GUENI1, Mehdi FHIMA1, Andrew CAIRNS1 and Stéphane DAVID1.pdf",2015,"Process Mining in the Education Domain Awatef HICHEUR CAIRNS1, Billel GUENI1, Mehdi FHIMA1, Andrew CAIRNS1 and Stéphane DAVID1",.pdf,"dry-run.rename->2015 Process Mining in the Education Domain Awatef HICHEUR CAIRNS1, Billel GUENI1, Mehdi FHIMA1, Andrew CAIRNS1 and Stéphane DAVID1.pdf",fitz.title;fitz.year
isda.2013.6920750.pdf,"2013 acquired from the web log files, the dimension reduction from original high dimensional space to 2D space could be done using.pdf",2013,"acquired from the web log files, the dimension reduction from original high dimensional space to 2D space could be done using",.pdf,"dry-run.rename->2013 acquired from the web log files, the dimension reduction from original high dimensional space to 2D space could be done using.pdf",fitz.title;fitz.year
ITCILO 2022 - Informing training design through Learning Analytics Dashboards_0.pdf,2022 Content . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 7.pdf,2022,Content . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 7,.pdf,dry-run.rename->2022 Content . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 7.pdf,fitz.title;filename.year
joseph.pdf,,,"› Mathematical modelling and proof methods (using mathematical objects like finite state machines, petri nets, process algebra, formal semantics etc.)",.pdf,skipped.missing_year_or_title,fitz.title
journal.pone.0283838.pdf,"2023 tinuous prioritization of tasks (known as backlog refinement in agile terminology) becomes a critical success factor for any software development project, as it guarantees that the.pdf",2023,"tinuous prioritization of tasks (known as backlog refinement in agile terminology) becomes a critical success factor for any software development project, as it guarantees that the",.pdf,"dry-run.rename->2023 tinuous prioritization of tasks (known as backlog refinement in agile terminology) becomes a critical success factor for any software development project, as it guarantees that the.pdf",fitz.title;fitz.year
jrc113226_jrcb4_the_impact_of_artificial_intelligence_on_learning_final_2.pdf,"2018 How to cite this report- Tuomi, I. The Impact of Artificial Intelligence on Learning, Teaching, and Education Policies for the future, Eds. Cabrera, M., Vuorikari, R & Punie, Y., E.pdf",2018,"How to cite this report- Tuomi, I. The Impact of Artificial Intelligence on Learning, Teaching, and Education Policies for the future, Eds. Cabrera, M., Vuorikari, R & Punie, Y., E",.pdf,"dry-run.rename->2018 How to cite this report- Tuomi, I. The Impact of Artificial Intelligence on Learning, Teaching, and Education Policies for the future, Eds. Cabrera, M., Vuorikari, R & Punie, Y., E.pdf",fitz.title;fitz.year
jtaer-16-00164.pdf,"2021 in exchange for money and data transfer to complete the transactions. E-commerce is at the forefront of transforming marketing strategies, based on new technologies, and facilitate.pdf",2021,"in exchange for money and data transfer to complete the transactions. E-commerce is at the forefront of transforming marketing strategies, based on new technologies, and facilitate",.pdf,"dry-run.rename->2021 in exchange for money and data transfer to complete the transactions. E-commerce is at the forefront of transforming marketing strategies, based on new technologies, and facilitate.pdf",fitz.title;fitz.year
JTPES-2024-4-1_14.pdf,2016 begun to carry out more personalized content from traditional functions. Traditional education systems often adopt a one-size-fits-all approach to teaching that does not take into .pdf,2016,begun to carry out more personalized content from traditional functions. Traditional education systems often adopt a one-size-fits-all approach to teaching that does not take into ,.pdf,dry-run.rename->2016 begun to carry out more personalized content from traditional functions. Traditional education systems often adopt a one-size-fits-all approach to teaching that does not take into .pdf,fitz.title;fitz.year
Julik_Keijer_MA_EEMCS.pdf,2017 Unsupervised Anomaly-Based Network Intrusion Detection Using Auto Encoders for Practical Use.pdf,2017,Unsupervised Anomaly-Based Network Intrusion Detection Using Auto Encoders for Practical Use,.pdf,dry-run.rename->2017 Unsupervised Anomaly-Based Network Intrusion Detection Using Auto Encoders for Practical Use.pdf,fitz.title;fitz.year
kika.pdf,2018 Title- Supporting student experience management with learning analytics in the UK higher education sector.pdf,2018,Title- Supporting student experience management with learning analytics in the UK higher education sector,.pdf,dry-run.rename->2018 Title- Supporting student experience management with learning analytics in the UK higher education sector.pdf,fitz.title;fitz.year
KoutinaK11.pdf,"2009 strongest. Apart from this, detecting excellent students can be very useful information for institutions and so forth for allocating scholarships. Even from the very beginning.pdf",2009,"strongest. Apart from this, detecting excellent students can be very useful information for institutions and so forth for allocating scholarships. Even from the very beginning",.pdf,"dry-run.rename->2009 strongest. Apart from this, detecting excellent students can be very useful information for institutions and so forth for allocating scholarships. Even from the very beginning.pdf",fitz.title;fitz.year
Learning-Analytics-in-R-with-SNA-LSA-and-MPIA.pdf,,,"Learning Analytics in R with SNA, LSA, and MPIA ThiS is a FM Blank Page",.pdf,skipped.missing_year_or_title,fitz.title
Learning-Motivation-Boosted_Explainable_Temporal_Point_Process_Model_for_Course_Recommendation.pdf,2024 W. Zhang et al.- Learning-Motivation-Boosted Explainable Temporal Point Process Model FIGURE 1. Examples of Student Learning Sequences. The black arrows represent the order in whic.pdf,2024,W. Zhang et al.- Learning-Motivation-Boosted Explainable Temporal Point Process Model FIGURE 1. Examples of Student Learning Sequences. The black arrows represent the order in whic,.pdf,dry-run.rename->2024 W. Zhang et al.- Learning-Motivation-Boosted Explainable Temporal Point Process Model FIGURE 1. Examples of Student Learning Sequences. The black arrows represent the order in whic.pdf,fitz.title;fitz.year
Learning_Resource_Recommendation_Model_Based_on_Collaborative_Knowledge_Graph_Attention_Networks (1).pdf,"2023 structure a knowledge graph, then naturally combines the explicit collaborative signals from learner-learning resource interactions with the auxiliary knowledge associations in the.pdf",2023,"structure a knowledge graph, then naturally combines the explicit collaborative signals from learner-learning resource interactions with the auxiliary knowledge associations in the",.pdf,"dry-run.rename->2023 structure a knowledge graph, then naturally combines the explicit collaborative signals from learner-learning resource interactions with the auxiliary knowledge associations in the.pdf",fitz.title;fitz.year
Learning_Resource_Recommendation_Model_Based_on_Collaborative_Knowledge_Graph_Attention_Networks.pdf,"2023 structure a knowledge graph, then naturally combines the explicit collaborative signals from learner-learning resource interactions with the auxiliary knowledge associations in the.pdf",2023,"structure a knowledge graph, then naturally combines the explicit collaborative signals from learner-learning resource interactions with the auxiliary knowledge associations in the",.pdf,"dry-run.rename->2023 structure a knowledge graph, then naturally combines the explicit collaborative signals from learner-learning resource interactions with the auxiliary knowledge associations in the.pdf",fitz.title;fitz.year
Learning_Software_Project_Management_From_Analyzing_QampAs_in_the_Stack_Exchange.pdf,"2011 precisely, we targeted Stack Exchange to identify the primary needs of software project managers. More than 5000 SPM questions were analyzed from the conceptual model given by the .pdf",2011,"precisely, we targeted Stack Exchange to identify the primary needs of software project managers. More than 5000 SPM questions were analyzed from the conceptual model given by the ",.pdf,"dry-run.rename->2011 precisely, we targeted Stack Exchange to identify the primary needs of software project managers. More than 5000 SPM questions were analyzed from the conceptual model given by the .pdf",fitz.title;fitz.year
learninganalytics-150427092749-conversion-gate01.pdf,"2015 Extremely large data sets that may be analyzed computationally to reveal patterns, trends, and.pdf",2015,"Extremely large data sets that may be analyzed computationally to reveal patterns, trends, and",.pdf,"dry-run.rename->2015 Extremely large data sets that may be analyzed computationally to reveal patterns, trends, and.pdf",fitz.title;fitz.year
LEE-DISSERTATION-2015.pdf,2015 of the Requirements for the Degree Doctor of Philosophy in.pdf,2015,of the Requirements for the Degree Doctor of Philosophy in,.pdf,dry-run.rename->2015 of the Requirements for the Degree Doctor of Philosophy in.pdf,fitz.title;fitz.year
Liang2020_Article_CAMARABroadLearningBasedContex.pdf,"2020 acceptable (i.e., a positive value), while the permission of reading SMS is abnormal (i.e., a negative value). It can be found that only the third-order interaction provides a nega.pdf",2020,"acceptable (i.e., a positive value), while the permission of reading SMS is abnormal (i.e., a negative value). It can be found that only the third-order interaction provides a nega",.pdf,"dry-run.rename->2020 acceptable (i.e., a positive value), while the permission of reading SMS is abnormal (i.e., a negative value). It can be found that only the third-order interaction provides a nega.pdf",fitz.title;fitz.year
LLM_Based_Math_Tutoring.pdf,,,"like solving math problems directly, tutoring requires the LLM to track student progress through a problem or series of problems and guide the student’s thought",.pdf,skipped.missing_year_or_title,fitz.title
